s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s136,s137,s138,s139,s140,s141,s142,s143,s144,s145,s146,s147,s148,s149,s150,s151,s152,s153,s154,s155,s156,s157,s158,s159,s160,s161,s162,s163,s164,s165,s166,s167,s168,s169,s170,s171,s172,s173,s174,s175,s176,s177,s178,s179,s180,s181,s182,s183,s184,s185,s186,s187,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s202,s203,s204,s205,s206,s207,s208,s209,s210,s211,s212,s213,s214,s215,s216,s217,s218,s219,s220,s221,s222,s223,s224,s225,s226,s227,s228,s229,s230,s231,s232,s233,s234,s235,s236,s237,s238,s239,s240,s241,s242,s243,s244,s245,s246,s247,s248,s249,s250,s251,s252,s253,s254,s255,s256,s257,s258,s259,s260,s261,s262,s263,s264,s265,s266,s267,s268,s269,s270,s271,s272,s273,s274,s275,s276,s277,s278,s279,s280,s281,s282,s283,s284,s285,s286,s287,s288,s289,s290,s291,s292,s293,s294,s295,s296,s297,s298,s299,s300,s301,s302,s303,s304,s305,s306,s307,s308,s309,s310,s311,s312,s313,s314,s315,s316,s317,s318,s319,s320,s321,s322,s323,s324,s325,s326,s327,s328,s329,s330,s331,s332,s333,s334,s335,s336,s337,s338,s339,s340,s341,s342,s343,s344,s345,s346,s347,s348,s349,s350,s351,s352,s353,s354,s355,s356,s357,s358,s359,s360,s361,s362,s363,s364,s365,s366,s367,s368,s369
40077,56464,14736,5524,15765,10900,60305,59537,18320,60561,55185,43923,6036,29073,46739,11156,12179,57745,18322,14485,9878,14230,38036,35989,30357,17559,5527,6807,40597,53399,52117,12948,48277,3735,52372,45204,44693,25235,53396,62612,28054,54677,29847,30358,28566,13208,8855,63894,52631,10136,663,60565,29590,42902,1689,44437,40086,52885,31896,18326,61588,40597,58517,11413,46101,55184,49044,45461,22933,404,2710,64661,21653,19350,26772,22422,27541,15510,45973,38037,63126,27286,52373,14486,19862,46228,46229,14741,8597,59028,37527,34197,41108,50835,51859,26006,15511,406,19093,62612,53911,21655,47510,1687,29335,24214,661,46228,33941,31381,27797,12181,17301,14741,33685,54676,65171,32658,17556,22164,48275,34709,30868,51860,45204,57747,21651,52114,20628,7828,14232,18327,9367,56470,39318,10643,7828,59795,45203,38803,44692,6553,661,34453,54421,61077,5525,406,58267,24984,16786,7313,44942,60816,42129,47501,15503,57229,30606,30349,1165,19341,31120,14736,39311,47508,44177,61330,61332,10130,26001,48018,23700,26256,36752,34705,36497,1935,63631,32912,7315,43412,62355,28561,31124,1942,53139,18063,30098,34196,5788,10643,55448,42900,9875,11412,179,27283,149,20628,28814,55951,52620,53133,56464,11664,46983,4494,17802,54158,6545,42126,40079,53645,21903,42639,13456,53651,50834,58513,40082,41107,33677,47252,28308,16792,30611,22935,61575,28295,29841,9365,1939,11149,7826,12943,15505,19837,1167,54160,62671,22487,26320,13519,23765,51128,8128,48838,4043,11725,60096,50113,42704,8667,4802,40118,16827,39615,19401,50125,6348,28613,26321,53198,24773,60612,47048,3015,47049,39351,21188,53445,14776,42698,41426,37567,2766,4821,63421,2766,17865,59071,39616,54488,61382,5585,4557,41424,17352,7380,37334,37075,477,55498,26573,60627,61139,51939,55259,58843,54736,23008,2760,8904,54219,44223,61391,47326,3792,34255,4823,55753,14548,55513,55493,30918,47562,40910,55155,18313,8131,56522,50382,32963,36557,30933,23237,31691,16850,5318,53189,17096,3519,13526,37583,45264,25049,43734,18897,28628,5855,33247,54744,59102,33489,41431,43740,15018,24936,17994,38865,28118,46798,16582,1219,32119,19632,3011,0,2336,0,976,0,3905,3570,1268,43819,3072,112
44173,55440,7568,2708,17045,10900,56209,58001,20880,65425,56977,38803,1428,31889,51859,10900,8595,57233,22674,14997,8598,13462,44436,42645,29845,14743,5783,10903,44437,50327,58005,14740,43925,2711,55700,48020,39573,20371,52884,65428,26518,51093,28823,34710,33174,11160,6551,65174,59031,14744,61334,58773,29334,48790,1177,41365,35478,55701,32408,15510,56468,38549,56725,8597,49685,59280,46740,41621,22933,5012,3222,62101,19861,21142,30356,21654,23957,13206,50069,41365,62102,24726,52885,20630,22934,45716,41877,19605,6549,59028,33175,29589,42900,51859,51091,28566,12951,60565,17557,149,56471,19607,44438,2711,35223,25494,62356,46228,35989,31125,28565,7829,15765,17813,37013,50068,62867,35986,24212,22932,44179,32917,34196,54676,43668,52371,20371,50578,18324,9620,16792,13207,6551,56726,40598,13971,1940,58771,49555,45203,46228,1945,65428,38805,57237,58005,6549,1942,64155,26776,16274,7569,47502,62864,40593,43405,14479,59277,29070,32141,6541,18317,28048,13200,41615,45460,38545,62354,63124,15762,24721,44946,21908,30608,40336,32657,36753,1167,65423,32400,5267,42644,64403,30353,30356,65429,51091,20879,32914,32404,8092,10131,53144,41364,16275,13972,99,24979,64660,23700,29582,55439,47500,55693,56976,11920,45191,5518,21130,55950,3985,41358,42383,57741,23695,38287,11408,55699,52370,58001,37010,40083,31629,46996,27540,16536,29843,20631,62087,29319,30609,9109,64402,14989,10130,13711,11665,17533,3471,58000,5840,13015,27344,18895,33493,52408,12736,43974,6091,18125,50624,47041,42192,11483,64193,29366,14011,40127,25801,57037,716,32197,29905,64718,14789,59076,44488,4295,45769,39095,20164,50373,20152,47562,52434,32959,1998,62164,6334,4558,12489,51135,44992,60632,53190,5585,64716,50640,24264,4308,23766,40659,4317,49866,16077,56019,61651,60131,56795,49115,51920,25312,54471,12232,58571,42431,53711,40926,14032,32719,11479,48073,17108,3034,55749,31942,42954,45774,58483,20873,61890,52170,54478,29891,34765,27093,22213,33483,19922,57797,57029,23752,2751,15574,31951,48592,12505,46038,29905,24020,11999,22239,56792,1247,41169,29911,42972,16810,28776,19018,37329,27350,52942,25286,57282,25719,18351,3011,0,2336,0,976,0,3905,3570,1220,44075,3072,112
39821,53136,13200,9364,20629,7316,53905,59281,23696,58513,49297,39315,8852,34193,46227,5268,12435,914,24978,11157,6294,15766,44692,35733,23957,12695,9879,9623,37525,48535,50325,7060,41877,8087,58260,44436,38293,27027,62100,65428,26518,51093,33943,34710,26006,6040,7575,3223,55703,8344,59798,662,37270,46742,65176,40853,42390,56469,27288,10134,58260,42901,56469,11925,49173,54928,41108,44181,28309,1428,918,62357,26005,27030,30356,19606,27029,18326,47765,32917,56470,26518,57749,17302,13718,44436,49301,21653,8597,56468,37527,37525,44180,45203,61843,26518,9879,63893,22677,64148,49815,14487,47510,6551,31895,21142,65172,52884,39317,27541,25237,10901,22677,16021,29077,50836,1684,38034,16788,14228,45459,41365,37012,51092,42644,59283,17811,52370,25236,15508,16280,12695,11415,62870,38806,8595,1940,62099,50067,39315,42900,4505,5781,39061,52629,59029,9621,8342,59803,19608,11666,8849,49038,57232,35217,44941,19087,59277,31630,34701,3213,15501,31888,19600,43919,44436,40337,1683,3221,12434,19601,45970,26516,29840,34704,31377,40081,4239,65423,30608,3731,48020,404,28049,25492,64149,53907,20623,25746,29844,4764,7059,53144,45204,17299,7828,3954,28819,3989,23188,27534,54159,57228,59021,55696,8080,48263,6798,21130,53134,1937,42894,45199,55693,18063,41359,17552,58259,49810,54673,39058,42643,33421,53396,30100,13720,26003,22167,63111,26503,28561,8341,3219,18061,9106,7823,14481,18813,4239,52880,56527,14295,24528,32463,25045,45752,12992,53190,3275,7117,52928,47553,56784,2779,59329,29878,20667,39871,17353,53965,460,47301,25553,47310,19909,1221,52424,1991,38601,38071,5828,47301,23992,54218,42962,30143,62157,15061,6078,62157,17097,56767,54720,50392,48838,62672,14029,45008,14024,65235,33238,47571,8157,48842,11213,6868,65491,51939,45275,51931,4049,29920,7624,13256,49611,38591,51151,53470,18128,25551,3543,60873,21716,63961,52933,23750,54218,52430,48755,5513,7875,59594,54734,30147,26573,39637,28869,35531,13266,2758,61637,26824,63678,470,34767,32464,23769,53974,34513,22484,65502,36575,62168,61406,27089,33239,48092,20650,25960,10570,42449,34774,57806,11462,56514,31095,25262,3011,0,2336,0,976,0,3905,3570,1460,44331,3072,112
50317,61328,12432,6292,18325,10900,50833,52369,15504,60561,50833,34195,63891,32145,55187,14740,13715,61585,29842,16021,5270,6806,38804,39061,23701,12695,1943,13975,46741,53911,52373,10900,42389,3223,59796,53140,45461,25491,56980,1941,31126,49045,22679,26518,26518,4248,1175,61846,59799,15512,62614,64661,39318,54934,3993,38805,32662,52885,28824,10646,51092,36501,52117,2453,44053,54672,43412,38037,24981,6548,7318,1430,23957,28822,34708,21142,21909,8342,42901,35733,55958,16278,51605,21398,22166,47508,44949,24213,17301,63892,33687,32149,40852,49043,58771,31126,13719,58773,13973,61844,51863,13463,39574,1687,36759,28566,65172,50324,40597,34965,27797,6293,16021,16789,32917,48788,60563,32914,20628,21652,45203,38037,39572,61588,45204,55699,25235,54162,23956,15508,21144,15767,6039,55958,37014,9875,63379,53395,45715,44691,43924,3737,4501,44437,61845,61077,5781,3478,61595,22680,11410,1681,45198,60816,39057,45197,17807,64653,25486,31117,7821,20365,31888,18832,47247,50580,46481,62610,64660,13714,19601,41362,18580,26000,36496,33425,35729,5263,3984,38032,6803,45460,64403,30609,27284,59797,49299,18319,27794,29332,6044,8083,48536,35988,13459,13972,67,26515,1941,27028,32654,56463,51852,54413,56464,8336,41351,3470,18058,53646,3985,41358,45967,59277,24207,43663,15760,59283,52370,54673,34706,36499,33933,49044,26516,15000,27795,17559,58503,25735,31121,8085,1171,16013,11666,13455,12945,19581,3983,55696,60879,20695,26064,17615,40917,41656,12992,36038,14539,8909,59072,42433,48336,19931,60097,34230,11707,47039,25289,59341,55499,34501,32977,46542,24261,49860,52936,5063,49609,32695,8388,51141,8888,55754,48594,33983,462,1237,15806,718,21449,42175,44736,55768,54726,61648,65228,59344,15560,11732,22230,46291,11485,57546,17869,54483,4820,50147,57051,39131,52432,24288,52935,16328,47307,49855,47567,41438,17616,33999,6615,44233,24276,56281,5574,22982,46538,45518,53363,19849,60610,63178,47566,46275,24269,34517,26565,32971,18386,61125,62149,16072,12735,3286,36559,51152,10201,48342,26577,25812,5599,16863,61144,58334,44753,25303,47580,8618,33128,13898,32465,36822,47310,27846,51906,31095,27053,3011,0,2336,0,976,0,3905,3570,1300,44587,3072,112
44941,61072,18064,7316,11413,3732,52369,53905,11408,53137,50577,43667,7316,31633,50579,17556,18323,63121,20882,7829,2710,7318,32916,27029,21141,13975,3735,5271,41109,55959,44693,6548,48277,7063,56980,47764,48789,30099,56980,60052,22422,47253,25239,24982,18838,6296,5783,65174,54167,12696,3991,4758,35990,44182,63384,38805,31126,45205,19608,8086,55700,39061,54421,4501,39189,47248,42388,43925,26261,2708,5782,5270,29077,25494,29332,19606,24213,9878,36501,29333,55702,24982,52885,12438,18070,53140,52373,21909,7573,54676,35479,29077,32916,39315,55443,24470,12439,60565,12949,52372,46231,16279,44182,1431,31383,28310,5525,53908,38549,28565,29845,9109,13205,5781,24469,47508,60563,29586,13716,18836,50835,42389,36500,54676,45972,57747,24723,59282,27284,12948,16792,16023,6807,52118,30870,4243,65171,57235,43411,40083,46228,9369,5781,36757,56981,59285,6805,63381,50587,16536,11666,2449,39822,52880,39569,49805,19599,59789,28814,29837,3725,22413,35984,18320,42639,45716,42641,64658,59284,5522,16785,44178,19092,23952,35728,34705,42641,6287,144,34448,8083,45716,59283,20625,23700,60053,47763,11919,22930,31124,1692,5267,50072,39316,10131,9364,387,31635,3221,22932,31118,61071,52620,51085,50320,7568,44167,1166,13450,51854,3729,43406,42383,53645,25743,42895,16016,50323,44690,52369,33682,34707,34189,49812,24468,11672,25747,17047,62087,23943,27793,9621,3219,14221,9874,15759,17297,19581,399,50064,58831,27607,28880,20943,21461,44728,19136,35014,9931,60364,62912,46273,52432,62682,1986,46518,11963,44223,7625,61389,57547,42181,10193,48590,25797,55748,52936,54470,46793,42679,8900,60101,16568,49354,39122,30143,9934,5589,64445,56525,26569,45759,51136,42200,50886,721,12237,42704,8136,14292,31958,58579,59356,48842,23501,62675,59091,42723,49115,44251,8145,14048,3016,8136,41931,42687,53967,52958,6096,25295,15319,53705,21716,55769,56773,24518,60106,32718,45939,18825,3267,58570,46542,32707,26573,40661,20677,27339,17362,1990,64709,13256,63166,1750,27087,46032,18393,51158,20689,18644,63710,37087,55512,57822,34257,36055,56540,12970,25192,5962,46801,26326,46542,8646,47810,44151,31916,3011,0,2336,0,976,0,3905,3570,1268,44843,3072,112
43917,55184,3472,64403,11157,404,44689,44689,10128,58513,52113,36755,5268,35473,54931,12692,7315,55441,19602,5525,59029,64661,29588,30613,21397,9367,5527,15255,49557,56983,49045,10132,44181,3991,60820,48788,41877,18323,50068,60052,18326,39317,13975,22934,24470,4504,1943,62102,60311,18584,151,62613,31126,44950,60056,27541,24214,44437,21400,8086,49556,37781,44181,61076,42517,50320,42132,41109,24213,8852,7318,406,20373,22422,27028,13462,12181,1942,36757,30613,55446,17814,52629,21142,23702,47764,45461,18325,8597,57236,25239,23957,33684,41619,50323,21910,3991,49557,6293,56468,47255,17047,39318,1943,37527,30870,64148,46996,35989,28821,23701,62100,5781,7573,24469,46740,53395,30354,22164,23188,46739,38037,37012,56724,40852,48531,24467,50578,19604,11924,13720,7575,62358,47766,28310,3731,60307,52371,45971,44691,46228,3993,3221,40085,57237,54421,62868,60565,50843,13976,4754,63632,43662,58000,41105,46733,18319,62605,22926,31373,7309,24205,31888,15504,40847,44436,33681,53650,55444,4242,14737,33170,16532,26256,39824,34193,35985,6287,2448,32656,659,35988,55699,20625,19860,53909,44691,16271,28818,29076,412,1427,45208,34964,15251,11412,403,27795,149,22420,27278,50575,43916,45453,48272,1936,34695,64653,17034,52366,3217,39566,42895,57741,20879,35983,9360,50579,44946,48273,30354,33427,26509,42900,21140,7320,21651,12951,55687,24967,29073,6805,659,13965,9362,9871,9361,13949,62862,46224,976,9687,26832,9679,39381,43960,3520,41670,3787,11213,48832,46785,33744,19675,64705,31926,10939,41151,20169,48845,59339,26309,30161,50126,25285,51140,44488,12487,48329,40119,16580,44997,16824,46538,59090,32959,64205,63956,4798,718,12489,48831,33216,59352,52422,1489,59340,51152,14536,8148,31958,35795,10205,49610,18381,53971,62931,51939,49115,49627,49872,25056,53959,10184,52939,40127,56783,39390,17872,37839,8919,46281,17620,2010,52933,21702,35530,38862,49267,19081,61890,51658,49870,39363,36045,24789,25285,30667,19154,61125,46021,16840,1983,5334,34767,44240,14553,41942,23249,20948,6879,19679,54232,59358,34769,37847,40924,8874,25704,15690,25297,37078,45262,16838,54978,24695,34731,3011,0,2336,0,976,0,3905,3570,1476,45099,3072,112
37517,53136,7312,1940,5013,65171,48017,57489,18064,62609,57489,49043,14228,34193,50323,12948,16019,58769,14482,2197,1942,11158,39316,33685,29333,24983,13719,14999,42645,56215,50581,15508,54165,13719,58772,45972,41877,24211,50068,53908,15510,47765,24471,26774,25238,12696,17559,6039,59287,10136,1431,65429,32406,38806,58008,35477,34198,46741,22680,16534,64404,46485,51861,5269,45077,52368,48276,51349,33941,6548,150,406,24981,19862,21396,11670,15509,9878,40853,32917,64150,33174,62613,18326,22678,51860,52629,17045,2709,51860,30871,28565,32916,44691,49555,16534,4247,56469,14229,58260,47255,22167,52630,8087,33687,28822,4501,54420,33429,24469,23701,5269,14485,7317,26517,54932,5780,40338,22932,24212,53651,41365,31892,48276,39060,54419,22675,55442,23700,7572,9880,9111,4503,52886,31894,3475,3220,65171,50067,43667,47508,11161,7317,38293,51093,55445,3221,61077,54171,18328,16530,11153,50062,61840,43665,54413,21647,59277,34702,33933,6285,22157,36752,14736,38031,39060,36753,59282,56468,5266,18065,45970,26516,31376,38032,38033,45201,7567,63631,29584,4243,42644,59539,20113,24212,65173,53395,18319,34706,35988,64411,5011,54936,44436,18323,13972,403,32403,2197,18324,25742,54415,49292,49805,48784,8592,44935,8334,20618,55438,8337,48270,45455,55437,20879,41359,12944,47507,42898,49809,37010,42131,29325,46228,22932,9880,26003,20375,62855,27783,30353,11669,4755,14477,7314,10639,12945,18301,64398,49040,54735,20183,27856,20687,20181,45496,21696,40902,8139,62924,59328,51393,48848,219,63169,39862,13243,38335,1737,62669,63691,36549,18641,48846,22469,60612,56008,48326,51657,41399,4804,62917,21176,56010,38866,33727,9678,469,190,53197,14793,52415,51648,38104,53958,8913,7373,52432,9672,9172,30166,51923,58588,46282,15053,57811,62931,40675,53979,47323,7377,16608,59335,10952,41931,41663,50127,58334,5072,24271,12759,56009,20436,57049,52421,24006,57546,36302,48243,14473,6339,63946,44238,29891,30157,41941,20677,25547,11986,61381,63941,14280,63422,470,25295,39632,11993,57046,18385,17876,4319,38111,55768,61406,32209,30423,61148,12458,24680,8778,45265,27606,46798,12998,52418,41335,40106,3011,0,2336,0,976,0,3905,3570,1172,45355,3072,112
41869,59280,5776,64659,5269,3988,49553,55697,18832,65169,61585,49811,10388,34193,53395,13460,12179,54929,14226,7829,1430,4246,35476,38037,31893,20119,8855,16279,45717,58775,53653,19092,51349,7319,57748,50068,44949,20883,47508,56980,20374,47765,24471,27798,29846,15512,13207,4247,62615,16536,2455,63637,29334,42902,60056,31381,27542,49045,27288,18326,61332,42645,50325,3733,44053,56208,51860,48277,28053,8340,6806,2454,22165,18326,25748,17046,19605,5526,42133,38293,63126,29846,57493,21910,27030,52372,47253,16277,7061,53908,28567,24725,34708,46995,48787,20886,7831,57749,10645,57492,55191,24471,48534,7319,38807,33686,4245,48276,34453,26517,25493,2453,9621,7829,30357,56468,64915,37010,24724,27796,50579,38549,34708,53652,42132,52115,27283,55442,21140,7572,11160,9879,1943,51094,32662,9619,5524,61843,50323,46995,50836,9369,3989,38549,54933,55189,64404,58261,53403,20632,13458,3217,47502,63888,47505,51085,18319,60813,33678,35981,8589,23437,34448,15504,39567,43412,37265,58002,57236,8594,20625,42898,22420,29072,42128,39313,45969,5263,400,32912,2707,37524,55955,22417,26516,62101,49299,20623,33682,38548,3740,7315,53400,41620,17299,17044,451,30867,917,22164,26254,53135,48524,49805,50064,10128,41863,5262,20874,58766,9361,43918,44175,56973,21391,39055,9360,50067,46226,52881,33426,38035,29581,46228,22676,10136,28051,18839,62343,31879,33169,13461,2451,14733,10130,12943,11409,14461,63118,50832,64463,21719,23248,16335,31445,43448,19136,33734,5323,9421,60096,42945,51152,13531,62657,40374,4795,40639,15817,53453,58571,29125,27345,47566,26565,44996,56520,711,54729,37303,16580,61893,8888,53450,49362,33215,65485,62164,64957,64973,26569,40639,45248,50136,60358,6609,2765,48592,13768,18388,18134,40147,1245,46282,19405,58067,58835,48099,988,41947,65488,16864,53959,13256,46283,52159,48847,50654,15568,34255,11479,50121,15572,55769,62661,17606,47562,32974,54131,22153,64706,63946,46286,45507,29901,35285,21957,29899,22226,53957,56517,10184,8383,2006,29647,53968,13785,47574,19153,25812,4831,28127,52696,59102,47057,29399,50652,11690,33128,14922,37841,27094,40142,26310,53186,31351,36009,3011,0,2336,0,976,0,3905,3570,884,45611,3072,112
38029,55440,6544,65171,5525,3220,52369,56209,17040,64145,59281,51603,12180,32145,46995,13460,11923,55441,13458,5013,5782,11926,37268,36501,33429,24215,11159,15767,44949,58007,53909,18324,52629,8087,55956,46228,42389,21139,49300,55444,20886,49045,24983,27798,28822,16792,13207,3223,58263,14744,151,63125,28310,38806,58776,38549,34454,49045,28056,20374,65172,47509,52629,7317,49941,58512,50068,53141,29589,5012,5270,1174,21909,17046,21140,14998,20885,10646,40341,36501,63894,28566,56213,19606,23702,52372,49045,13717,4245,53396,32919,28565,37012,47763,48019,21654,7319,56981,13973,58004,54423,26007,50838,6551,33431,29590,4501,49300,30357,23957,22933,5781,11157,8853,29333,55956,5780,37522,22164,22676,51603,38549,32404,49812,40596,53395,25235,54930,21140,7060,9624,9879,4759,50326,33430,10131,7316,64147,49811,44435,48276,9881,2709,34453,51093,55445,2709,63381,53403,22168,17298,9873,49806,62096,43665,52109,19599,57741,33422,34701,6541,23181,35472,15504,37775,41108,39057,59538,58004,8338,22161,46738,27028,29584,40080,37521,42897,9359,62095,31888,3987,41364,55443,22673,25492,150,54675,22671,34450,37524,3484,9875,54936,44692,18323,13972,467,31891,1429,20884,27790,52623,49292,48269,52624,9872,46983,7310,18570,57230,7569,46734,42895,54669,20879,41103,10128,49299,45714,54417,39570,39315,31373,47252,24468,11160,27539,21143,62599,29319,33681,11925,3219,16525,8850,9871,12945,14717,62862,50064,58063,29655,24272,14287,30421,41912,18112,35782,715,4301,3521,45505,52176,7643,61377,46262,8635,38079,10697,61645,59339,35525,22481,41934,38597,53188,51144,59846,54217,37047,10692,1990,15800,49866,40914,37055,63437,725,65469,57549,32969,48319,42944,52184,59846,5073,7117,49104,6344,17108,27862,41171,65500,50890,19405,61139,60371,38371,8156,49371,721,20448,61383,7368,38603,54463,53711,48094,13264,33487,10199,58825,19668,46809,62149,25542,49866,33486,49523,17801,7875,62154,41422,42947,31949,38613,27333,25803,15570,1990,59333,9160,4799,5846,30927,40912,23001,51158,11217,31956,6623,34015,59096,54494,38609,35543,52700,5290,26216,10058,39121,32726,38862,15046,57794,36215,40104,3011,0,2336,0,976,0,3905,3570,708,45867,3072,112
34701,56464,912,404,10389,8084,54417,58001,19856,1170,60817,45971,7572,34705,49811,8084,7315,54417,21650,11925,5014,10646,42132,42645,32661,13975,7063,10135,45461,53399,55189,18068,47509,5015,55956,47252,40597,17555,50068,60820,24214,48789,27031,33430,33430,15512,8855,65174,57239,15000,64662,60053,28566,44438,61848,38549,34710,55189,33176,18326,60564,40597,54165,7317,49685,59792,51092,45973,22933,1940,3222,61589,17045,19862,28052,19606,22165,10134,46997,40597,663,26006,55701,20630,22678,47764,42645,13973,7829,57492,31383,28053,40084,53907,49299,24726,12695,59029,15765,63892,56471,24215,46742,3223,34455,28822,64660,44948,32149,27541,26517,4501,14741,16277,35989,56468,1940,34706,22420,24468,46739,33429,30868,53396,41620,53139,23699,50066,17556,8852,14232,12183,5271,52630,35478,14227,4756,61331,48531,48787,47252,6041,64660,33429,54933,58517,2709,62869,59291,26520,15506,7313,48270,63888,41873,48269,14223,57997,31374,33933,8333,21389,31120,11408,38799,42644,36497,57746,57492,11922,22161,48530,23956,29072,39824,36497,39057,1935,64911,31888,2451,40084,60563,27281,30868,150,50323,20623,32402,33940,7580,12947,54680,42900,16275,12436,243,26259,62868,21396,28302,53903,48780,52621,56976,12432,46983,5774,21130,57486,6033,41102,41103,54669,19599,40591,10128,52371,49042,56209,37010,40851,29837,47764,27028,15256,34451,20631,63367,27271,31377,10133,147,12429,8338,12687,13713,16253,143,53136,5328,16599,26576,12751,37077,44728,16064,34758,2507,15565,58048,48321,42448,15067,61121,39606,11707,38847,25033,55757,716,28357,31185,49614,26565,57028,48584,4807,47305,38071,13508,58309,14776,40394,51154,32191,62669,60884,10174,65229,21705,50367,42432,62168,57030,10449,62668,51152,17608,8404,26582,31955,10205,51146,24013,51155,64979,49891,64219,51931,52944,30432,54983,9928,49867,46271,56527,40414,17872,26063,17367,50377,16084,63193,62149,26310,40138,46030,52595,21897,3523,57290,46286,35779,34253,23253,27333,25803,24786,63173,51141,23240,4799,9430,32975,45520,19673,43478,22993,29908,9695,21727,61144,59102,43985,33495,45532,6826,26984,17226,31953,28118,44494,21958,58050,22903,34727,3011,0,2336,0,976,0,3905,3570,532,46123,3072,112
38029,50064,1936,1940,18069,7828,53137,58769,29328,1938,55441,40595,6292,34705,48787,6292,4755,58769,23698,10133,3990,11670,42900,38549,27541,11415,9879,14487,43413,49303,55445,12436,41621,5271,56724,49556,36501,20627,52628,63636,25238,47765,29335,37526,33174,9880,5527,65430,61079,13976,58518,57749,31126,46230,62616,34709,35478,58517,33688,15510,55956,42645,51605,7573,53525,61584,42644,42133,25237,5780,2198,59285,17045,22678,29332,16534,18837,11926,50837,41621,59286,23190,58005,23190,19094,40852,42645,17045,9365,55188,31895,30613,45972,51603,52883,24982,8087,58005,18325,1941,55703,18327,44950,7319,37527,26518,61332,45204,37013,30101,24213,3221,16533,20629,32405,51604,64659,37266,22420,20884,39059,35221,34708,54932,39572,51091,18323,46226,18324,11156,14488,11159,2967,56982,41622,14739,1684,58515,51603,44691,42132,1177,149,38805,52885,54677,2965,4246,62619,25752,13458,7057,49550,63376,39057,44173,16271,61837,28046,34957,5517,18317,27024,14224,41359,43156,37009,59282,63380,13970,21649,43922,25236,29840,38800,31377,40081,4751,144,30864,65170,40340,62355,29841,26260,63893,54675,24975,31890,31636,8092,8339,52376,42900,17555,13972,67,26259,917,22420,25742,50319,49804,56205,55440,6032,44679,5262,23690,55438,4497,41358,43151,56973,18831,36751,11152,55443,49298,56465,38290,41875,28301,48276,29332,15000,28307,21143,62599,30855,30865,7573,147,15501,8594,11151,9873,15485,2191,53904,63439,9431,28368,20431,33493,41144,6592,46022,6859,13517,49088,48321,47056,20699,55233,27318,19643,37823,25033,47053,63947,32197,38865,52174,16581,55492,51144,8391,42953,31159,16836,48325,15288,49610,51154,29375,62925,213,9918,2766,10185,53951,42432,61144,54470,65232,64204,52944,20680,3796,29910,42195,12253,51914,13517,57299,64979,54243,53979,50139,53200,31712,60103,19912,57803,40383,56527,42974,18896,29903,64214,47561,20948,62681,54469,24006,39370,53710,57459,17033,60610,62922,50382,34755,29389,18901,31941,37067,14546,60357,56517,20168,9407,6870,36303,42960,15577,44758,26577,27860,10207,18399,60888,64734,36305,30935,44508,13994,28520,19530,26577,30678,50638,22726,56514,28535,38054,3011,0,2336,0,976,0,3905,3570,660,46379,3072,112
35213,51600,11664,10900,18325,6036,52369,63121,22672,60817,51089,40595,10900,31889,43411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
